Gen: 1
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.1326389529418883 | w: [0.05, 0.05, 0.9] |fit^123:[0.11945053455877727, 0.6892698823036801, 0.10244770233196158]
     id: 4| fitness:0.14525199918819812 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.13039701092348718, 0.8278020007464113, 0.11731395747599452]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.1385972309635075 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.13746315682488058, 0.6195532455238077, 0.10241340877914952]
     id: 7| fitness:0.13104416260756785 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.13039701092348718, 0.8278020007464113, 0.11731395747599452]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.19110187752962687 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.10534728171174965, 0.7521459325134946, 0.11066529492455418]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.28846311118662576 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 15| fitness:0.23166939732071623 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.1410833466428547, 0.7306365432053814, 0.10373585390946502]
     id: 16| fitness:0.14882138203706782 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.15489137010633097, 0.523493751080931, 0.09325274348422496]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.3653918818848505 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 3
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15322393961331202 | w: [0.9, 0.05, 0.05] |fit^123:[0.11702941162235805, 0.8382563103614633, 0.11969307270233197]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.1326389529418883 | w: [0.05, 0.05, 0.9] |fit^123:[0.11945053455877727, 0.6892698823036801, 0.10244770233196158]
     id: 4| fitness:0.14525199918819812 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.13039701092348718, 0.8278020007464113, 0.11731395747599452]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.1385972309635075 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.13746315682488058, 0.6195532455238077, 0.10241340877914952]
     id: 7| fitness:0.13104416260756785 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.13039701092348718, 0.8278020007464113, 0.11731395747599452]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.28846311118662576 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.14882138203706782 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.15489137010633097, 0.523493751080931, 0.09325274348422496]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.3653918818848505 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 4
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15322393961331202 | w: [0.9, 0.05, 0.05] |fit^123:[0.11702941162235805, 0.8382563103614633, 0.11969307270233197]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.1326389529418883 | w: [0.05, 0.05, 0.9] |fit^123:[0.11945053455877727, 0.6892698823036801, 0.10244770233196158]
     id: 4| fitness:0.1332659553108022 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.1385972309635075 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.13746315682488058, 0.6195532455238077, 0.10241340877914952]
     id: 7| fitness:0.11980362169318579 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.28846311118662576 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.14882138203706782 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.15489137010633097, 0.523493751080931, 0.09325274348422496]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.3653918818848505 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.1521508186565611, 0.6550806033187996, 0.09755229766803841]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 5
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15076274847830415 | w: [0.9, 0.05, 0.05] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.1326389529418883 | w: [0.05, 0.05, 0.9] |fit^123:[0.11945053455877727, 0.6892698823036801, 0.10244770233196158]
     id: 4| fitness:0.1332659553108022 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.1385972309635075 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.13746315682488058, 0.6195532455238077, 0.10241340877914952]
     id: 7| fitness:0.11980362169318579 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.27661016732202265 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.14882138203706782 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.15489137010633097, 0.523493751080931, 0.09325274348422496]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.364901633177079 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 6
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15076274847830415 | w: [0.9, 0.05, 0.05] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.12748335884584297 | w: [0.05, 0.05, 0.9] |fit^123:[0.12690991631940915, 0.5895010877579443, 0.10184756515775034]
     id: 4| fitness:0.1332659553108022 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.13378855875895027 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.12690991631940915, 0.5895010877579443, 0.10184756515775034]
     id: 7| fitness:0.11980362169318579 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.27661016732202265 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.14882138203706782 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.15489137010633097, 0.523493751080931, 0.09325274348422496]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.364901633177079 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 7
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15076274847830415 | w: [0.9, 0.05, 0.05] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.12748335884584297 | w: [0.05, 0.05, 0.9] |fit^123:[0.12690991631940915, 0.5895010877579443, 0.10184756515775034]
     id: 4| fitness:0.1332659553108022 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.13378855875895027 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.12690991631940915, 0.5895010877579443, 0.10184756515775034]
     id: 7| fitness:0.11980362169318579 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.11657476087342888 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.1654071019606135, 0.5318544679998908, 0.08042481138545954]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.27661016732202265 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.12769886223525853 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.12480217211389079, 0.6722662685806352, 0.10417309670781894]
     id: 17| fitness:0.16072844087571497 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.1525585739936792, 0.5111279003085774, 0.0774755658436214]
     id: 18| fitness:0.364901633177079 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 8
     id: 0| fitness:0.26856681179293584 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.1474114190853697, 0.5647147707515998, 0.09357424554183813]
     id: 1| fitness:0.15076274847830415 | w: [0.9, 0.05, 0.05] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 2| fitness:0.6082209443618786 | w: [0.05, 0.9, 0.05] |fit^123:[0.12267869847400288, 0.6627859346981131, 0.11159336419753087]
     id: 3| fitness:0.12748335884584297 | w: [0.05, 0.05, 0.9] |fit^123:[0.12690991631940915, 0.5895010877579443, 0.10184756515775034]
     id: 4| fitness:0.1332659553108022 | w: [0.9711850553213748, 0.021438750265119592, 0.007376194413505628] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 5| fitness:0.5827368482897062 | w: [0.01688595661801706, 0.8230538796164437, 0.16006016376553922] |fit^123:[0.1302264070584022, 0.6839903876787519, 0.10981438614540466]
     id: 6| fitness:0.1107288061025026 | w: [0.2728397314920674, 0.05147709854702289, 0.6756831699609097] |fit^123:[0.12367570262173372, 0.48370638727823845, 0.07708547668038408]
     id: 7| fitness:0.11980362169318579 | w: [0.9203114236475907, 0.002378254783677895, 0.07731032156873144] |fit^123:[0.11806755429074771, 0.8267643069753047, 0.1187221364883402]
     id: 8| fitness:0.40089469729671423 | w: [0.17390468274795134, 0.4533677747050864, 0.3727275425469623] |fit^123:[0.1406876908706363, 0.7425882267269864, 0.10668081275720165]
     id: 9| fitness:0.4219618620039259 | w: [0.07383833636647796, 0.5636048925193907, 0.3625567711141313] |fit^123:[0.12139856450762031, 0.6681974166886646, 0.10039437585733882]
     id: 10| fitness:0.1000902186029342 | w: [0.31902578213920996, 0.020021741232142842, 0.6609524766286472] |fit^123:[0.12367570262173372, 0.48370638727823845, 0.07708547668038408]
     id: 11| fitness:0.34863972984191866 | w: [0.29789125429543295, 0.46562649772367487, 0.23648224798089218] |fit^123:[0.15428034207889885, 0.6084025887728816, 0.08200445816186556]
     id: 12| fitness:0.16791525187497072 | w: [0.41177074458874807, 0.12880573477010987, 0.45942352064114206] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 13| fitness:0.11848096952040253 | w: [0.7664589199592228, 0.004935701797419998, 0.22860537824335722] |fit^123:[0.11367904210164602, 0.7371448857171465, 0.12122342249657064]
     id: 14| fitness:0.27661016732202265 | w: [0.6990858355163744, 0.27396234291115246, 0.026951821572473167] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 15| fitness:0.19302352645202062 | w: [0.5126849979806353, 0.1735299482551712, 0.3137850537641935] |fit^123:[0.12618636233841032, 0.574272476538108, 0.09138803155006858]
     id: 16| fitness:0.12769886223525853 | w: [0.8204126817580192, 0.011620295363862762, 0.16796702287811804] |fit^123:[0.12480217211389079, 0.6722662685806352, 0.10417309670781894]
     id: 17| fitness:0.14910208840848377 | w: [0.2539314754013905, 0.14801473644588856, 0.5980537881527209] |fit^123:[0.12367570262173372, 0.48370638727823845, 0.07708547668038408]
     id: 18| fitness:0.364901633177079 | w: [0.46862570340511445, 0.43451303092301746, 0.09686126567186809] |fit^123:[0.12389470474641733, 0.6835170536778962, 0.1016332304526749]
     id: 19| fitness:0.5066502467847827 | w: [0.33691255047798085, 0.5834893881071377, 0.07959806141488146] |fit^123:[0.12916164534723332, 0.778138340964327, 0.11430684156378601]

Gen: 9
