Gen: 2
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 6
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 7
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 8
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 9
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]
     id:48 |Total fit:0.7143254110632197 |fitness:[0.13188892205665234, 0.5256139424346449, 0.056822546571922414]

Gen: 10
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]
     id:48 |Total fit:0.7143254110632197 |fitness:[0.13188892205665234, 0.5256139424346449, 0.056822546571922414]

Gen: 11
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]
     id:48 |Total fit:0.7143254110632197 |fitness:[0.13188892205665234, 0.5256139424346449, 0.056822546571922414]

Gen: 12
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 13
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 14
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:37 |Total fit:0.7737446666296703 |fitness:[0.11775811019048157, 0.5990049691528435, 0.0569815872863453]
     id:39 |Total fit:0.7806792050069945 |fitness:[0.12611504193929224, 0.6002232517944163, 0.05434091127328596]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 15
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:14 |Total fit:0.7478608635984123 |fitness:[0.11561878944834839, 0.5741592049355451, 0.05808286921451892]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:37 |Total fit:0.7737446666296703 |fitness:[0.11775811019048157, 0.5990049691528435, 0.0569815872863453]
     id:39 |Total fit:0.7806792050069945 |fitness:[0.12611504193929224, 0.6002232517944163, 0.05434091127328596]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 16
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:14 |Total fit:0.7478608635984123 |fitness:[0.11561878944834839, 0.5741592049355451, 0.05808286921451892]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:37 |Total fit:0.7737446666296703 |fitness:[0.11775811019048157, 0.5990049691528435, 0.0569815872863453]
     id:39 |Total fit:0.7806792050069945 |fitness:[0.12611504193929224, 0.6002232517944163, 0.05434091127328596]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 17
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:14 |Total fit:0.7478608635984123 |fitness:[0.11561878944834839, 0.5741592049355451, 0.05808286921451892]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:37 |Total fit:0.7737446666296703 |fitness:[0.11775811019048157, 0.5990049691528435, 0.0569815872863453]
     id:39 |Total fit:0.7806792050069945 |fitness:[0.12611504193929224, 0.6002232517944163, 0.05434091127328596]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 18
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:14 |Total fit:0.7478608635984123 |fitness:[0.11561878944834839, 0.5741592049355451, 0.05808286921451892]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
     id:37 |Total fit:0.7737446666296703 |fitness:[0.11775811019048157, 0.5990049691528435, 0.0569815872863453]
     id:39 |Total fit:0.7806792050069945 |fitness:[0.12611504193929224, 0.6002232517944163, 0.05434091127328596]
     id:41 |Total fit:0.7972424176276576 |fitness:[0.11991491124037575, 0.620393931392083, 0.05693357499519877]
     id:44 |Total fit:0.7279350602381217 |fitness:[0.12000164045965142, 0.5504657080442663, 0.05746771173420396]
     id:46 |Total fit:0.9234954668438178 |fitness:[0.10874768385922166, 0.7413519936625297, 0.07339578932206645]

Gen: 19
     id:0 |Total fit:0.71105059897887 |fitness:[0.13267419126683824, 0.5273603476006433, 0.05101606011138852]
     id:4 |Total fit:0.7365564001814714 |fitness:[0.1286530481622818, 0.5529682886429652, 0.054935063376224315]
     id:5 |Total fit:0.6544798475917208 |fitness:[0.13737168781783907, 0.46749645917852944, 0.04961170059535241]
     id:6 |Total fit:0.7658060925323408 |fitness:[0.12150427460756709, 0.5884725256259452, 0.0558292922988285]
     id:8 |Total fit:0.7268444399079205 |fitness:[0.12866044367710375, 0.5474530090981108, 0.05073098713270597]
     id:14 |Total fit:0.7478608635984123 |fitness:[0.11561878944834839, 0.5741592049355451, 0.05808286921451892]
     id:15 |Total fit:0.9582418998351748 |fitness:[0.11047151113226676, 0.7766881916604652, 0.07108219704244287]
     id:17 |Total fit:0.6992737523117212 |fitness:[0.13163680223317656, 0.51520752814653, 0.052429421932014594]
     id:22 |Total fit:0.7212296797136755 |fitness:[0.11537272050063602, 0.547507021629018, 0.05834993758402151]
     id:26 |Total fit:0.7230798619058922 |fitness:[0.12929780259085052, 0.5395371726240488, 0.054244886690992894]
     id:27 |Total fit:0.7332441632473128 |fitness:[0.14936452358093516, 0.5347300573733106, 0.049149582293067026]
     id:28 |Total fit:0.7449781711564869 |fitness:[0.11084868238818654, 0.5770158676813021, 0.05711362108699827]
     id:29 |Total fit:0.7590196855245138 |fitness:[0.1281669611426205, 0.5739131478503012, 0.05693957653159209]
     id:30 |Total fit:0.7016641897002346 |fitness:[0.1324637552541771, 0.511702715029887, 0.05749771941617054]
