Gen: 1
     id: 0| fitness:0.2906207590125676 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.14508385777054175, 0.6602768465003394, 0.06650157276682173]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.20580520244256967 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.17452829641689657, 0.6166066764022295, 0.058037462402051695]
     id: 7| fitness:0.390135064470876 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.16280861781660178, 0.6846006705197557, 0.06484704788870577]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.4620205920865102 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15689688561412785, 0.6978177255805343, 0.06696199971599832]
     id: 10| fitness:0.18108677507241652 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.1642366872962696, 0.5724922355457743, 0.05817946323684448]
     id: 11| fitness:0.19835119867837653 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.1595843001647817, 0.4411649766552171, 0.043473770724591534]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.23231273726952129 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.1456770023412686, 0.552347847549312, 0.053555829994879366]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.24117939493765234 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.18190520587276904, 0.4824327937637549, 0.046929124371216]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.17216819673534758 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.17503331002501296, 0.5657129928628726, 0.05559762987697564]
     id: 19| fitness:0.22732952700382306 | w: [0.10823041382423038, 0.36902316612455194, 0.5227464200512177] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]

Gen: 6
     id: 0| fitness:0.2509665577019515 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 1| fitness:0.15956940199098849 | w: [0.9, 0.05, 0.05] |fit^123:[0.13851462220227678, 0.6347107098048088, 0.06341413037397856]
     id: 2| fitness:0.6343721571140135 | w: [0.05, 0.9, 0.05] |fit^123:[0.14072137512132502, 0.6933215409613526, 0.06693402985459976]
     id: 3| fitness:0.07349439622107264 | w: [0.05, 0.05, 0.9] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 4| fitness:0.5133601799885205 | w: [0.09818806766275812, 0.6931323396332235, 0.20867959270401837] |fit^123:[0.16536789458609177, 0.6959542565663629, 0.07060883933681307]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.17545470381415995 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.13851462220227678, 0.6347107098048088, 0.06341413037397856]
     id: 7| fitness:0.390135064470876 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.16280861781660178, 0.6846006705197557, 0.06484704788870577]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.4620205920865102 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15689688561412785, 0.6978177255805343, 0.06696199971599832]
     id: 10| fitness:0.1648952257524426 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.13851462220227678, 0.6347107098048088, 0.06341413037397856]
     id: 11| fitness:0.19835119867837653 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.1595843001647817, 0.4411649766552171, 0.043473770724591534]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.23231273726952129 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.1456770023412686, 0.552347847549312, 0.053555829994879366]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.24117939493765234 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.18190520587276904, 0.4824327937637549, 0.046929124371216]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.17216819673534758 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.17503331002501296, 0.5657129928628726, 0.05559762987697564]
     id: 19| fitness:0.22732952700382306 | w: [0.10823041382423038, 0.36902316612455194, 0.5227464200512177] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]

Gen: 7
     id: 0| fitness:0.2509665577019515 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 1| fitness:0.1485027992281852 | w: [0.9, 0.05, 0.05] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 2| fitness:0.6343721571140135 | w: [0.05, 0.9, 0.05] |fit^123:[0.14072137512132502, 0.6933215409613526, 0.06693402985459976]
     id: 3| fitness:0.07349439622107264 | w: [0.05, 0.05, 0.9] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 4| fitness:0.5133601799885205 | w: [0.09818806766275812, 0.6931323396332235, 0.20867959270401837] |fit^123:[0.16536789458609177, 0.6959542565663629, 0.07060883933681307]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.16418562121904764 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 7| fitness:0.390135064470876 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.16280861781660178, 0.6846006705197557, 0.06484704788870577]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.4620205920865102 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15689688561412785, 0.6978177255805343, 0.06696199971599832]
     id: 10| fitness:0.1542649309237872 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 11| fitness:0.19835119867837653 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.1595843001647817, 0.4411649766552171, 0.043473770724591534]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.23231273726952129 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.1456770023412686, 0.552347847549312, 0.053555829994879366]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.24117939493765234 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.18190520587276904, 0.4824327937637549, 0.046929124371216]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.17216819673534758 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.17503331002501296, 0.5657129928628726, 0.05559762987697564]
     id: 19| fitness:0.22732952700382306 | w: [0.10823041382423038, 0.36902316612455194, 0.5227464200512177] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]

Gen: 8
     id: 0| fitness:0.2509665577019515 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 1| fitness:0.1485027992281852 | w: [0.9, 0.05, 0.05] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 2| fitness:0.6343721571140135 | w: [0.05, 0.9, 0.05] |fit^123:[0.14072137512132502, 0.6933215409613526, 0.06693402985459976]
     id: 3| fitness:0.07349439622107264 | w: [0.05, 0.05, 0.9] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 4| fitness:0.5133601799885205 | w: [0.09818806766275812, 0.6931323396332235, 0.20867959270401837] |fit^123:[0.16536789458609177, 0.6959542565663629, 0.07060883933681307]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.16418562121904764 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 7| fitness:0.36394482727499694 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.42469820708226697 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 10| fitness:0.1542649309237872 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 11| fitness:0.19835119867837653 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.1595843001647817, 0.4411649766552171, 0.043473770724591534]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.23231273726952129 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.1456770023412686, 0.552347847549312, 0.053555829994879366]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.24117939493765234 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.18190520587276904, 0.4824327937637549, 0.046929124371216]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.17216819673534758 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.17503331002501296, 0.5657129928628726, 0.05559762987697564]
     id: 19| fitness:0.22732952700382306 | w: [0.10823041382423038, 0.36902316612455194, 0.5227464200512177] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]

Gen: 9
     id: 0| fitness:0.2509665577019515 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 1| fitness:0.1485027992281852 | w: [0.9, 0.05, 0.05] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 2| fitness:0.6343721571140135 | w: [0.05, 0.9, 0.05] |fit^123:[0.14072137512132502, 0.6933215409613526, 0.06693402985459976]
     id: 3| fitness:0.07349439622107264 | w: [0.05, 0.05, 0.9] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 4| fitness:0.5133601799885205 | w: [0.09818806766275812, 0.6931323396332235, 0.20867959270401837] |fit^123:[0.16536789458609177, 0.6959542565663629, 0.07060883933681307]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.16418562121904764 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 7| fitness:0.36394482727499694 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.42469820708226697 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 10| fitness:0.1542649309237872 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 11| fitness:0.1882636437945928 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.1962360914095633 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.1991848152987414 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.17216819673534758 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.17503331002501296, 0.5657129928628726, 0.05559762987697564]
     id: 19| fitness:0.22732952700382306 | w: [0.10823041382423038, 0.36902316612455194, 0.5227464200512177] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]

Gen: 10
     id: 0| fitness:0.2509665577019515 | w: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 1| fitness:0.1485027992281852 | w: [0.9, 0.05, 0.05] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 2| fitness:0.6343721571140135 | w: [0.05, 0.9, 0.05] |fit^123:[0.14072137512132502, 0.6933215409613526, 0.06693402985459976]
     id: 3| fitness:0.07349439622107264 | w: [0.05, 0.05, 0.9] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 4| fitness:0.5133601799885205 | w: [0.09818806766275812, 0.6931323396332235, 0.20867959270401837] |fit^123:[0.16536789458609177, 0.6959542565663629, 0.07060883933681307]
     id: 5| fitness:0.18711121052172697 | w: [0.38300697852240895, 0.22434918807363471, 0.39264383340395637] |fit^123:[0.17040701429692945, 0.45442316789732407, 0.05066847968742604]
     id: 6| fitness:0.16418562121904764 | w: [0.8876024799996217, 0.07943543209974198, 0.0329620879006363] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 7| fitness:0.36394482727499694 | w: [0.02259586031555183, 0.5212950418268376, 0.45610909785761056] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 8| fitness:0.3510031135324993 | w: [0.3094466476576353, 0.45806304411705767, 0.23249030822530703] |fit^123:[0.18028058115412135, 0.6134350768218186, 0.06118084451769201]
     id: 9| fitness:0.42469820708226697 | w: [0.17474560648775905, 0.6013147707742171, 0.2239396227380238] |fit^123:[0.15066509886322654, 0.6409140459491145, 0.05795785587345574]
     id: 10| fitness:0.1542649309237872 | w: [0.8205560601503882, 0.06976574536502175, 0.10967819448459007] |fit^123:[0.12715674439585645, 0.6211316563483412, 0.06010292908994677]
     id: 11| fitness:0.1882636437945928 | w: [0.659514611942475, 0.1968885306487308, 0.14359685740879424] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 12| fitness:0.26856833013901554 | w: [0.29667118720848096, 0.37427392092014533, 0.3290548918713737] |fit^123:[0.13908457441442193, 0.5600979041115614, 0.05371719457987117]
     id: 13| fitness:0.09985138527972769 | w: [0.2638398830743851, 0.05670789630869743, 0.6794522206169175] |fit^123:[0.15369112184917313, 0.5072955017585717, 0.0449389611563171]
     id: 14| fitness:0.1962360914095633 | w: [0.611367822941062, 0.24546701306640328, 0.14316516399253476] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 15| fitness:0.13554648499297833 | w: [0.7935369993699487, 0.004975869976593901, 0.20148713065345739] |fit^123:[0.14992062415275414, 0.6443406898537609, 0.06637032957102838]
     id: 16| fitness:0.1991848152987414 | w: [0.6024394354856817, 0.2593212506799287, 0.1382393138343896] |fit^123:[0.17638020624964487, 0.3392459737962525, 0.03582724092377998]
     id: 17| fitness:0.22490383766977112 | w: [0.28960292215107186, 0.3125502161466872, 0.39784686170224093] |fit^123:[0.1724032965618488, 0.5017380036611201, 0.04563820769128158]
     id: 18| fitness:0.14738100994429404 | w: [0.6063848612413171, 0.08654234263037186, 0.30707279612831107] |fit^123:[0.15157481912859352, 0.48018675826323043, 0.04530472088229852]
